,comment
1251992, 106分钟 那部分最深刻了？为毛只记得那只阿拉斯加。。。
61588, 逻辑混乱，配音诡异，除了画面还凑合。编剧的智商也是没谁了
271684, 除了特效，一无是处，剧情七零八落，结局还是个大烂尾！！！
90691, 剧情诡异没逻辑，台词矫情言之无物，权当看了个把小时的美图
1876686, 虽然没大看明白，但不妨碍哭成狗，果然是日本的郭敬明啊！！
254912, 没看过书 不喜欢姚晨 开头还蛮吸引的 越是后面越是没兴趣
938723, 当初看纯属图一乐   真心没有第一部好看   只为逗你玩
1665764, 矫情 没小说里的精彩。完全是冲着高中时代上课偷看小说去的
254734, 这不是胡八一，这不是Shirley杨，这不是鬼吹灯...
254711, 最后一幕结束，旁边的女孩说了句：“草！临走还要吓我们”。
1067926, 有人说国产片真心不喜欢，结果自己在电影院哭得一塌糊涂……
99029, 音乐和画面在国产中属于基准之上，但是剧情实在是强行喂屎。
621009, 星爷你再怎么样，错了就是错了，过了就是过了，她不会回来。
1047235, 看到大家的影评有点害怕 仿佛自己跟你们看的不是同一部剧 
1666759, i don'like guojingming//恶恶及恶
1434939, 特效还不错，爆米花电影，可惜了我的马特达蒙，让女主给毁了
1866164, 也就是抱着“前几部都看过，这一部也看看吧”的心态去看一看
58363, 一个大写加粗的尴尬 台词剧情人设节奏故事叙述能力通通零分
303277, 豆瓣能打到8.5，都是水军？打高分的都是看喜洋洋长大的？
953972, 一个人的时候就尽情看烂片~边涂色边看或者边做家务边看~~
115113, 看完就觉得，其实在电影院看两小时的PPT真的挺没意思的。
255097, 确实烂，审查制度是一层原因，但不能全怪审查，看看人捉妖记
202807, 取材哗众取宠，剪辑乱七八糟，剧情仓促凌乱，过程传统老套~
1292542, 你要送我一大桶爆米花两大杯可乐，没准我还真能忍住看到散场
490797, 剧情勉强OK，但是传达出来的信息真是一个大写的屌丝直男癌
271537, 「九层妖塔」感觉就跟电视剧的「盗墓」差不多了，比较差……
766873, 既然那么怀念前任，那你们和好去吧。。。。。。。呵呵呵呵呵
1255992, 能打7.6分，证明水军太多太多，什么时候豆瓣都不可信了？
722805, 两分给相比之下表演极佳的林更新！我终于不欠星爷电影票了！
907879, 纯搞笑片...全是硬生生搞出来的笑点...只怪我笑点太高
1850080, 请不要出第五部了，因为我不喜欢花钱看IMAX级别的广告。
954699, 不知所云，能坚持看完已经不易，我去，居然应晖都如此暴发户
595194, 边看边在身边默念“这不是星爷拍的，这不是星爷拍的。。。”
595220, 东抄西借，毫无创意。江郎才尽，堕落到当政治点缀品的地步。
254324, 即便我知道这是奇幻题材，但我还是觉得拍的装神弄鬼故弄玄虚
489270, 弱智剧本，靠小段子和抖包袱这种套路组成的所谓喜剧，醒醒吧
1664591, 一星给唐宛如，如果没看过书，我真搞不懂这跳跃的神逻辑。。
1664784, 如果不是姑娘要去看，我肯定选则看超人。结果给姑娘看困了。
1377651, 两颗星！各种说不通！我是原著粉。。。这拍的都是个啥啥啥！
1293292," 这种高呢评分咋个来呢??磨命样呢要瞧,还不是这种造型.."
1665493, 若不是看过小说，真不知道在演些什么！结尾落幕曲还好看些！
527559, 给以往的青春剧换了一件新衣服，里面还是一样平庸低俗无聊。
722519, 讲真，剧情我给零星，但说实话，特效还是不错的，特效给两星
1293459, 几把片子。看看片花就够了，好看的地方都在预告片里演出来了
125583, 今天刚看的，故事讲的乱七八糟，有的地方看的我起鸡皮疙瘩。
621399, 好像吃了坨屎，但3D效果却出奇的好，全程几乎沒摘过眼镜。
1952761,   看完后我松了一口气，并非网上传闻说的能媲美千与千寻。
1046267, 问：马思纯怎么得的妇科病？？？？答：因为她尿完尿从来不擦
767351, 不管外表多么华丽，只要剧本是个渣，这电影在我看来就是个渣
481987, 渣男还谈什么情怀。。。连我这种笑点低的都看的尴尬了😳😳😳
336964, 我TM。。。看了3次开头，都没兴趣看下去。。。不好意思了
1298741, 跟九层妖塔比，是真强不少！对于墓穴的制作比较良心之作了～
336872, 对国产动画来说已经不错了。但也只能停留在这个评价而已吧。
1447529, 除了前5分钟没怎么吐槽之外，整部电影充满槽点，看到想吐血
482127, 挺搞笑 只是不喜欢这种爱情 男主就一渣 女主没有自我人格
251654, 白瞎了我看鬼吹灯的那些年，后来知道原来跟天下霸唱没有关系
591579, 星爷江郎才尽了，全片只剩毫无意义的血腥暴力而不是cult
591343, 不搞笑，不催泪，无炫技，无情节，我只看到了十足的cult
918935, 真靠不懂中国人怎么会在电影院里看这种烂到无极限的烂片……
1658452, 虽然看完之后没记住什么情节，但是好像也没有想象中那么差。
112959, 画面确实是个良心，千与千寻的风格，可是拍的太高深真的好吗
591454, 太让人失望了，就是拿特效堆出来的片子，特效还不咋地...
1707843, 从他们四个开始撕逼 全场一直在笑 根本停不下来【手动再见
626137, 所有的笑点都是老梗，看到了西游的噱头，但是没看到任何诚意
251492, 特效還成，怪物回身一吼那被嚇到了。20塊兩張票看的不心疼
591601, 星星还是回来演戏吧，导演真不适合你，原来你还是编剧。。。
203810, 成龙什么时候才能放弃入选人大代表or政协委员的想法啊……
251828, 看完看得不明不白。鬼族怎么是兽？学习外国，但手法还稚嫩。
251879, 不能太垃圾啊，不如十几年前老美的神鬼传奇呢。。。。。。。
1707216, 看吧 ，看明星穿什么衣服出来。然后想剧透竟然没剧情来透。
336498, 故事感觉不怎么像西游记 假假的 很中二配音配的我都出戏了
1298137, 剧情乱七八糟，要是小说这样写，早就沉了，也就电影可以骗钱
482229, 虽然我也是直男癌，但是看完这部电影我觉得我还可以抢救一下
755902, 不带脑子可以看下去，还有热评里吹炮王演技的，你tm瞎啊！
1659052, 总之，我不喜欢看围观一群gay和疯女人，更不喜欢流水账。
957013, 不如电视剧呢。太像小时代了！黄教主长的傻演不出精明何以琛
1842813, 2914.06.28逝去的旧时光啊，并没有什么新鲜玩意。
251734, 看完之后好担心，担心《鬼吹灯》的粉丝会凑钱把陆川做掉……
185731, 都不想写评论，要画面没画面，要情节没情节，一点也不好看。
1707413, 郭敬明很蹩脚的把好多老套狗血糅在一起煮成了一部成功的烂片
298650, …………………………原来真的tm是部动画片啊………………
1707402, 虽然个人觉得小时代系列都很脑残，但只要觉得钱花得值得就好
481633, 从头到尾都不知道大家在笑什么 我好着急 男主大写的渣渣渣
1368671, 看了这部片子，特效不错，但是剧情，我承认，我睡了一会……
1949381, 除了画面，没有值得推崇的地方，跟风真的很可怕，它没那么好
1708468, 没啥剧情，跟比1.2部逊色不少。。。看风景穿着还是可以的
533821, 过时段子的堆砌，过于夸张的表演。这类喜剧真的不对我口味。
1449938, 哎。以为豆瓣评分拉低了评分。结果发现，完全没有冤枉它。。
274680, 首映当天看的，看看大家的评论吧，不多说了，总之不太喜欢。
755544, 用电影中的台词来说:我欠你的早已还清，你欠我的也不必再还
100462, 这个片 受众对象到底是？？感觉给谁看都不对啊。。。尴尬了
1779468, 丧尸片看多了 没啥新意 里面演孔侑他女儿那小孩叫的我心烦
755578, 谢谢舒淇净化我的心灵。以后可能要情不自禁为舒淇加半颗星了
297903, 缺点我一般相当宽容，但是如果没有优点，那真是不能说是好。
1299199, 尼玛中国的墓穴风格在哪里？尼玛商业片也不能把传统搞丢啊！
1247226, 所有的情结都是为了那几句台词而存在，有种本末倒置的感觉。
203954, 剧情接不上 表演很肤浅  英雄主义不煽动 真不理解这分数
1041737, 青春疼痛系列   拉快进看完的   不懂为什么评分还挺高
1658135, 超人没票了被迫看的小时代。四娘一定自幼熟读玛丽苏五百篇。
1448439, 张艺谋惯用的，大场面，大色彩，但是故事情节未免太草率吧。
1299066, 节奏太赶，定位是吵吵闹闹的冒险片，基本感受不到原作的魅力
1369532, 2星给特效，毕竟特效还是不错的，其他的么我就不敢恭维了！
1448463, 剧情👎👎👎👎特效还是可以的，还有敢不敢给台湾香港的配个音
957346, 无力吐槽群主角的演技，快还我电影票的钱！！！！！！！！！
481489, 没觉得哪里好笑，这是喜剧？还一堆好评。故事的走向很糟糕。
626424, 开始导戏后的星爷对不起“星爷”这块招牌，只有更烂没有最烂
88667, 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我的妈，你就这样侮辱观众
1071623, 這故事情節反照了《熒火蟲小巷》那本書，赤裸裸的抄襲，鄙視
533621, 四星太高了，无数个小品堆砌而成，轻松是轻松，但也没别的了
481213, 多鸡汤，笑点多冷的电影啊……为什么这么高分，好让人费解。
1661205, 去看，只是为了去追忆当年看小说时的时光，而不是为了电影。
1443755, 就是感觉把长城墙拍的不错，气势磅礴，其他的就说不出来了。
1864833, 一直在打打打 打打打 植入广告 打打打 打打打 。。。🔚
1951262, 没想象中的那么好看。看着最后睡着了。第一次出现这个情况。
592734, 很差劲的片子，好恶心的造型设计啊。笑了一会儿就笑不出来了
735109, 特效中规中矩，剧情不忍直视，一看见吴亦凡瞬间出戏，没毛病
252485, 可能午饭吃得太饱，石油小镇打怪似乎是最高潮，给睡过去了。
1444335, 如果不叫长城的话看着还能爽一把。就这个故事质量叫长城？呸
1444333, 一般般看了没感觉，但是最恶心的就是为什么要让景甜出现。。
1864768, 一星给特效，一星给变形金刚，为何不打3星，因为不想有续集
1661059, 显然不是一部精彩的故事，剧情做作演员做作，是在很难说好看
1442745, 简直是太扯了，女子飞虎队怎么想的呢，花拳绣腿都算不上……
1373915, 失望！不惊悚也不搞笑，剧情一猜到底，可惜了这么好的阵容。
1878348, so boring，so矫情，氮素比秒速五厘米好一点儿。
857896, 第二次在电影院看国产电影，一般吧，都能猜到下一步会怎么样
252891, 因为导演是陆川 我才给的两颗星  陆川你还我60的电影票
486561, 情节设计还行，演员演技还行，整部片子还行，为什么分恁高？
624023, 周星驰用西游证明，自己是一个好演员，也仅仅只一个好演员。
956094, 太 跳 跃！跟书简直不能比。。。比电视剧版还要那啥。。。
734981, 周星星同学，只要你在选角上慎重一点我一直都会系你既拥趸。
273261, 改的不知道什么鬼~如果没有审查制度可能导演能发挥的好点~
721140, 如果不是周星驰可以打三星，如果不是周星驰也根本不会去看。
623936, 很多笑话都是拼凑的，但是最后还是有一些小惊喜，打个两星吧
486180, 这两颗星，就在笑点和段子了。所以，8+的分数着实让我不懂
273165, 这他妈的不是鬼吹灯，连同人都算不上。台词太中二，不忍直视
1371732, 分虚高，整片无高潮。一星给厂花的脸，一星给那个小胖男孩。
625064, 咯吱人太过用力，宣扬主题太过用力，但是有新意，也有亮点。
57921, 动作生硬，剧情智障，某些画面还可以，串起来就像在放PPT
203693, 这是成龙最烂的一部电影了吧，又当导演又当编剧太可怕了……
936664, 没有人在囧途好看，笑点有些牵强，人在囧途还有些感人的地方
1706648, 如若不是郭导，分数必会提高，技术娴熟大气，一如既往奢靡。
483539, get不到笑点……三观也不太正啊……观影过程real尴尬
1842930, 又臭又长……全程不停除了爆炸就是爆炸……审美疲劳了都……
1249140, 我跟韩寒的电影恐怕真的后会无期了，无剧情无共鸣无代入感。
1706720, 一份给摄影和服装 0.9给帅哥0.1给帅哥的演技 其他无
1842933, 扯淡呢这 效果不错倒是 剧情这是扯淡呢 扯淡呢扯淡呢！！
99989, 两星给湫，两星给姜sir，女主倒扣两星，什么辣鸡玩意儿。
273781, 中国有很多曾经优秀的导演慢慢在消磨他们的才华，比如陆川。
1879064, 可以看，但看完不能反思什么。不对，几乎什么都没有可反思的
769194, 这电影最大的收获就是女主角的每件连衣裙都好好看！！！！！
1446289, 台词无趣，可说可不说，一票明星，可要可不要。忍着看完的。
720545, 实在无语……全程尿点，剧情台词生硬，毫无诚意，堪比春晚。
1706816, 完全无剧情。。纯粹卖肉。。（看帅哥美女的童鞋们可以看看）
1777974, 全是BUG，人性诠释的太强硬，不知道为什么有人给这么多分
1659825, 剧情太乱啦 杨幂怎么就一下子飞到高速公路 会去怎么就堵车
625255, 这种幽默是不是已经过气了，不过我还是欣赏这种傻傻的乐趣。
956495, 本来觉得电视剧版的我已经不看好了，结果出了更不看好的电影
1297271, 又是爱情，又是初恋，能不能好好的倒斗了？！这两分给厂花了
273608, 这部电影真的很差劲儿，陆川的电影我感觉首推《可可西里》。
299455, 画面还行，但是因为是冲着剧情去的，所以，实在是不忍直视啊
592476, 无节操的B级片，只能在一堆垃圾里找周星驰经典老片的影子。
1974843, 中规中矩 内容总体来说并不吸引我 没有哭点 感觉被夸大了
1444401, 垃圾烂片，下次拍一部歌颂你挡的傻逼领导政策，我给你一百分
1444400, 除了一点和好莱坞科幻有点差距的大画面，真的没什么值得看的
531407, 这两星给搞笑吧，剧情很无聊，有些地方很突兀，看完之后没感
252398, 看前面十几二十分钟就睡着了，醒来看到姚晨的脸差点没吐出来
1445181, 5分在国产电影的水平线上了吧？本来3星的，人民日报减1星
1372172, 吹牛逼响当当！我不是来看明星和特效！我是看故事！走点心！
1445015, 本来我看电影不想打分，既然赵老爷不喜欢批评那我就打个2分
62277, 剧情真的是硬伤。10..4看了一半，要出门去看湄公河了。
1506047, 演员台词功力比较薄弱，剧情经不起推敲，情节过度的不太好。
441731,   之所以打两星 是因为曾经真的有被栀子花开这首歌打动过
1179497," 真对不起,对于剧情慢的让人想睡觉的电影我还是提不起来兴趣"
1164792, 小聪明式的电影，卖卖情怀也就是了。全片马达加斯加最抢眼。
685435, 演员演技尴尬太浮夸扣两星，剧情扣一星，特效太棒了给两颗星
1152138, 郭敬明是拍给初中生看的，韩寒是拍个高中生看的。就这差别。
673511, 好尼玛无聊哦 但是唐僧说的有过痛苦方知众生痛苦好戳我心哦
1596403, 我是去看衣服的。不过四娘您别除了普拉达就是芬迪的成么。。
434586, 这几年青春片都拍烂了好嘛，太狗血~~不过喜欢逃跑的那首歌
1583201, 刚在C6看了 ，片子挺差的！ 只喜欢郭采洁扮演的顾里 !
678651, 爽点在于暴打发情的吴亦凡，萌点在于沙僧鱼滴溜溜的眼珠子。
688878, 冲着星爷看的，比想象中烂，台词低俗，表演尴尬，剧情也弱。
209848, 额，看开头还觉得，哇，貌似不错耶！然后，就没然后了。。。
1587539, 其实被愉悦到了嗯 ……其实崇光挺帅……好了不知道说什么了
1526964, 说了不好笑居然被当职业黑，要求晒票根来证明是有看过，呵呵
1179520, 有种靠对白支撑着的感觉，可能我没专心看，总之没感受到什么
444757, 无聊的青春剧，李易峰不适合青春剧，在老炮儿里的表演好多了
1836362, 李冰冰穿着VS情趣内衣坐在盘龙大观楼顶喝舒化奶看LETV
224042, 成龙一贯的套路，打斗新鲜，搞笑冒险，看过后却没啥感觉了。
437871, 摆正三观是好电影的第一步！在感情里，你千万别作~么么哒。
1175176, 哼哼哼 我要说的是 虽然小时代也很烂 但是真没小时代好看
163968, 希望不要出4了，因为已经看腻了。剧情没什么新意，没意思。
870548, 笑点不高，，，不喜欢王宝强演这个角色，作的太刻意····
1506117, 剧情剪辑得七零八碎，台词也生硬突兀。只能两星，不能更多。
685466, 影片结束，灯开的一瞬间，我看到每个人成年人脸上都写着尴尬
672495, 说实话，盘丝洞+比秋国+红孩儿的群妖乱烩玩的太不走心了。
25263, 特效好评。剧情普普。人物塑造写不下。有的情节还是很萌的。
1521453, 演技差情节不紧凑笑点挠痒痒，没有周星驰就是屎一样的存在。
400539, 不要自欺欺人了，这部电影竟然能上8.7分？？你们惭不惭愧
1209184, 在钟汉良出来之前还凑合，幸亏是送的票，自己花钱就太亏了。
1602397, 看在人长得确实都不错的份上加一分 不能再打多了。。。。。
1141143," 什么鬼,剧情乱七八糟的...中间忍不住睡了一会会 =_="
1148828, 为毛这部基情狗血片，豆瓣会给那么高分~！完全被欺骗了~！
1614030, 四娘的意淫青春物语，为那份淡淡的忧桑和我的初中时代加一颗
434700, 堂妹放来看......断断续续也就知道个剧情......
65246, 即使在DX3906星球上，不经长者钦点穿红衣也是要减寿的
1549621, 环保主题。模式邓超。没亮点女主。两分给完美演技的张雨绮。
781750, 本来四星，女主太丑减一颗星，混乱难受的拍摄手法减一颗星。
1174984, 总觉得是为了公路片而公路片，为了讲故事而讲故事。太空洞。
79169, 一星给画面 一星给cv 女主三观不正后半段根本看不下去！
1822925, 我要看汽车人大战，不是看你们父女情深或者你侬我侬啊！！！
1564046, 看过之后就是失望失望，邓超太浮夸，和女主完全不来电。。。
1596524, 我不喜欢郭敬明   不喜欢杨幂  但是  为了里面的友谊
1564245, 给的两颗星还是给周星驰的。。剧情特效演员看得尴尬癌都犯了
692823, 选角没一个感觉对的，红孩儿搞成鬼娃娃这个脑洞是不是太过了
139587, 我看美国队长，连蜘蛛侠钢铁侠什么都看了一下子没兴趣。。。
434457," 嗯,看得挺尷尬的...裏面演技最好的估計是蔣勁夫了..."
434478, 完全get不到男女主角的心理过程  好像一堆神经病= =
1583077, 没有那么不堪，而从某种意义上来说，它是一部标准的作者电影
1610742, 被宣传海报骗了，毫无逻辑，看得一头雾水，被杨函数恶心死了
1829178, 说好了不再看了 但想看Nicola 下一集真的打死不看！
689035, 犹豫了一下，2星很中肯，虽然我很喜欢星爷，但电影确实一般
678575, 虽然选了这样一些演员，作为电影本身也并没有讲好这个故事。
1592297, 看了一场，在影院里，宁肯玩手机也感觉会有一些意思的破电影
1596603, 台词在纸上和被说出来的感觉还真挺大。还是益达女孩更清新。
444942, 我很庆幸我是在学校大屏幕上看的，没有浪费我的电影票钱……
996165, 两星给牺牲的干警。这电影真是烂，我就差举着红宝书去看了。
666523, 好烂，真的，星爷现在什么心理啊拍出这么部片子。。。。。。
212654, 说教简直要疯了，当时百姓是搭梯子让八国联军进来，天朝同理
1601114, 烂得不行~郭敬明还真是浮夸到底，为自己曾经的青春多给一星
1520940, 张雨绮的声音像我的一个同事，张雨绮的胸没有她好看，谢谢。
233773, 宣传保护文物的理念，有一些笑点，成龙兄可能有点儿看腻了。
884416, “西游记啊西游记”，尼玛真当你春光灿烂猪八戒啊~~！！！
681615, 真心不希望这首歌再做为一个硬掰出来的西游电影的主题曲……
1890324, 我是不是唯一一个看了之后觉得白看的人，浪费了我时间的人…
444343, 在电影院看了一会就看不下去了，能看的只有李易峰的颜值了。
1175422, 我承认这肯定比没看过的小时代强太多，但依旧难给个及格分。
74264, 我以为是部内涵片，正想装逼一下，结果他是个玛丽苏三角恋？
1608791, 哈。导演手法还是很幼稚。剧情很狗血。不过随便看看还可以。
1616427, 给小说的星星~但是电影真心没有什么最佳。。演员的颜还不错
1926738, 故事抄触不到的恋人 场景照搬日本现实 还能再无耻一点吗？
1179012, 想用简单的话讲普通人的故事，结果是只有文艺粉的自作多情。
231866, 虽然喜欢成龙，但不得不说，成龙的作品也是越来越没有意思了
699155, 星爺自己寫劇本的時候笑的出來嗎 良心不會痛嗎 本星狗累了
672607, 真的是。。。只有林更新在线// 大年初一&楠楠 猫二猫三
1583883, 一坨巧克力味儿的屎 然后居然郭采洁在里面是最会演戏的一个
1595794, 一颗星给某些帅哥靓女，一颗星给音乐，片尾曲还不错，很奔放
1537697, 不够深刻，胡乱逗比。星爷不如收山，就此封导给我们留个念想
1583925, 不看电影《小时代》，都不好意思说自己跟郭美美是同时代的人
1614333, 没看过小说，不讨厌郭敬明，不过这片子没有让我有丝毫的动容
693849, 虽然不知道是什么鸡巴玩意儿但是看得还挺开心哈哈哈哈哈哈哈
1893065, 本来为了小可爱给了三星 小可爱说她没共鸣 那就只有两星了
679154, 林允跟舒淇根本比不得。吴亦凡演技……… 林更新倒是不错。
688319, 眼睛都要看瞎了 众多演员选角都是败笔 一比较还是舒淇耐看
1019502, 乱七八糟，理解不能……中国的青春片怎么都是情情情爱爱爱的
1595856, 从一个华丽的服装里看到了一个初三高一女生的内心世界。。。
1825402, 买拷贝师傅，你要是下一集能在长安街上暴力拆迁，我刷10遍
674520, 两星给周星驰的名字。但是真的不能更烂了，心疼星爷的招牌。
31563, 唯一一部让我在电影院看睡着了的电影，我也不想这样啊π_π
681734, 本来一颗星都不想给...然而陪闺蜜看的，所以就两颗星星咯
1829226, 看得好生气，尼玛我为什么要浪费睡觉时间来看这破玩意啊！！
209361, 看完就不想再看第二遍的片子，成龙现在的片子越来越没法看了
1009303, 加长版mv。。以及国产片什么时候才能学会不再用旁白讲故事
434860, 女主没室友好看 故事无趣。。。男二好帅！比李易峰帅多了！
993307, 我就想说，这种孤单英雄硬刚的套路，真的是真实事件改编吗…
434803, 虽然看着何老师节目长大的  不过这部电影的演技也太过浮夸
444601, 一部大家都看，跟着看的偶像剧。找不到青春的感觉，商业化。
1836351, 即使没有人care剧本，卖拷贝你也不能花五块钱写剧本啊。
699870, 比第一部差远了，还是故事的事情，整个一个太商业，卖口碑。
1587361, 不接地气……想讲述什么，却什么也没讲好……有话都不好好说
1832428, 我就这样快进着快进着也居然把每一个插入广告都看齐啦！！！
76861, 技术没什么问题 故事是硬伤！感情线太奇怪了 女主贱得要命
673455, 能指望两个炮王能有什么演技，看看电脑特技算了，还辣眼睛诶
1825542, 第三部是看一会儿睡一会儿，第四部就成一觉睡到结束了。。。
1596003, 我以为什么呢，完全跟预告片不一样啊。我只能归类到青春了。
1521034, 笑点生硬 低俗 演技浮夸 台词毫无逻辑······真心烂
1835782, 戳中了整个电影院人的尿点，走来走去的烦死了好不好！T^T
1511071, 我已经不知道要怎么评价了，估计过两天我就忘了这电影讲啥了
688579, 尴尬…瞎几把演。看着吴亦凡，林更新，包贝尔都好想打他们。
444551, 一句快进的看完了，除了觉得李易峰得是否挺好听的，其他无感
72113, 额，只能说好丑。。。剧情也无聊，有些元素还撞了，看的好困
224081, 难看的我想哭，去松江的路上硬是看满了一个小时，然后弃了。
1596094, 除了结尾的mv这片子还有任何亮点么。。。哦有的柯震东出浴
1825596, 感觉真心有点烂，广告，李冰冰，光头，真是打着广告还挣着钱
383710, 看了之后非常失望，感觉被吹的太厉害了。怪物设置的有点恶心
444494, 情节太平淡，何老师的公主病，李易峰的面瘫脸，我也是无语了
993382, 小孩演技炸裂。其他简直一无是处啊！不过商场那场还挺精彩。
1516861, 电影不足以撑起他的梦想，我不知道是性格原因还是见识原因。
663965, 真不明白这部电影的意义是什么，一点也不搞笑，反而少儿不宜
393305, 不太喜欢 情节太苍白 主题是啥啊 太没有想象力 打打杀杀
1542610, 一部比较生硬的环保片，笑点没get到，爱情更是莫名其妙。
1591814, 演技还有镜头衔接貌似比较有问题，但是俩长镜头真的还不错！
1613262, 一星给幂幂，一星给奇二无比的片尾……我居然快进着看完了。
689637, 星爷可能有个做3D动画片的梦。吴亦凡除了颜值，啥也没有。
209191, 高潮来的太晚，我居然睡着了。。舒淇和林凤娇一个都没看到！
1158475, 中途共睡着2次。。。公路片拍成这样也真是文艺到醉了。。。
696142, 感觉抛开演技不说电影故事节奏有点乱，坐着着急。特效不错。
382658, 故事、节奏、细节、情节不够深入。与8年时间的创作不对等。
75613, 我不是针对谁，影片里的各位都是智障。画面挺好，辣鸡3D。
1591829, 小姑娘，说话就说话，别声音弄得跟杨幂似的，我最受不了这个
445568, 何老师的勇气值得鼓励，但还是不要再尝试拍青春类的片子了。
433666, 何炅还是好好做主持吧，栀子花实在是可以别再开下去了。。。
445639, 何炅好好做主持人ok？下次建议拍个15分钟微电影就好了。
1890025, 这片子配得上8分？豆瓣的水分太多了，以后不再相信评分了。
1504700, 青春电影好狗血啊，冲着许弋多打一分，许弋结局都没有交代啊
70784, 我的妈呀！一言难尽！只有我一个人觉得女主人设有那么点怪？
666982, 文章演技太做作，可能我带了太多偏见，但是真的喜欢不起来。
1619601, 估计郭敬明现在看到这部电影自己也要吐血 14.8.28改
1504921, 剧情莫名其妙，主演被拍得又黄又干。男女主演技都挺青涩的。
1836506, 好无聊，坐的我腰酸腿疼，都是植入广告和奇怪的明星，烂烂烂
1563389, 大过年的带老人看看，瞎乐两下。年轻人就不要去了，太能掰。
433771, 作为青春片的女主，从头到尾都让人想掐死她，这怎么破。。。
77432, 其实到椿化为海棠花，鲲走了。就可以结尾了，后面的真是多余
685008, 看在星爷的份上，给两星，从此星爷这招牌再也没有吸引力~~
433751, 哎 明知道的偶像剧 就是看个热闹吧  颜值弥补不了内涵啊
793137, 真的对高司令的人和演技毫无感觉 他的钢琴一看也是现学的 
1512294, 感觉周星星在电影里传递的价值观跟他自己的价值观不一样……
1204901, 只有王珞丹在旅馆一段可看。你的读者成长了，你的作品却没。
1826646, 一点都不讨喜 中国元素也是火上浇油 唉反正不是此系列的粉
78426, 1分给配乐，1分给画面！能看完就算是对国产动画的支持了。
1605861, 只有最后大家一起扭来扭去的地方能看下去，不过据说是抄袭的
1588354, 没找到很明显的故事主线，但剪辑比富春山居图还是要胜一筹的
31278, 一旦变成avengers 所有超级英雄都显得那么乏善可陈
433497, 没的话说 剧情烂 演技烂，大陆的电影，你懂的，雷人得要死
438578, 谁能告诉我这个片子里到底有没有有演技的演员，简直看不下去
671179, 看过降魔篇并且觉得好看的我……觉得这片真是难看到爆炸……
1548013, 剧本太弱，笑料和表演都很硬，只能说现在拍电影太好挣钱了。
445836, 这片子，也真是醉了……一星给栀子花开这首歌，一星给何老师
689879, 没有笑点，特效还可以，吴亦凡光头很帅，可是也拯救不了演技
74702, 一颗星支持，一颗星画面和各种小妖怪的样子，剧情是真的傻逼
433394, 哎呀我去，真是初学者剪辑起来的片啊。。。不过颜值不错。。
1816520, 对一个大型游艺设施项目来说，166分钟的时长确实太过了。
1619392, 这节奏，不如拍个电视剧，至少有帅哥美女支持空洞的故事情节
1581894, 剧情老套演技生硬台词无聊特效简单 感觉自己跟看动画片似的
142079, 飞机飞了快12小时，我睡着了几次终于把这片断断续续看完了
433385, 演员颜值高也挽救不了剧本差的事实 何老师还是一心做主持吧
706883, 大概导演+监制使我期望太高了吧_(:з」∠)_两🌟给特效
66284, 看在我家小妞的份上就给这个没鸡鸡的烂片两颗星不能再多了😂
1539933, 这啥玩意儿 宣传环境保护还不如用《海女》那样的方式呢..
1512176, 周星驰到现在为止，能拿得出手的作品，除了功夫，也没别的了
1163477, 国民岳父让人失望了，这简直就是一部相声，加一颗星给朴树。
1836525, 又闷又冗长，3d像是转制的效果极差！各种软广硬广呵呵呵！
668981, 其中有一两个笑点，不会很差，但是看过就忘了，无法触动心弦
79873, 剧情太匆忙，除了画面里浓郁的中国风，好像也并没有太感动。
1522818, 看了开头就知道结局的剧情。和美人鱼在一起，请问怎么生小孩
1512239, 这电影是和老妈一起看的，哎~~再也找不回当年的星爷了。。
1158576, 一个年龄段一个品味，这次几年就质疑为什么当时会觉得好看？
1163388, 有一种头一次进城看见什么东西都好都想要的感觉。齁死我了。
438160, 感觉一般，每个人都有青春，但这个片子表达出来的就变了味道
19570, 作为一个理性的路人，还不如去重温一遍美队2或者钢铁侠3。
1587849, 预告片比正片好看，彩蛋比预告片好看。@万达影院成都财富店
1522122, 2016035 | 5.7 尴尬死了...也就主意还不错
67714, 没有期待的那么高，主旨主要靠旁白来表达，逻辑漏洞比较多。
1516776, 电影想表达什么啊？！只能说巨星挺多，但是电影本身很简陋。
1535102, 星爷式无厘头还是很感动，装疯卖傻的女主换成莫文蔚会好多吧
1538079, 粗糙，刻意，嚼不烂，没尝出什么味道，周氏无厘头可以休矣。
161324, 美队3，用2个半小时讲述美队为了维护前任狠虐钢铁侠的故事
1616808, 苍天大地，难怪恶评如潮，即使富贵命，思维也不用那么脆弱吧
1572652, 看完后感觉比较失望，连之前的大话西游之降魔都比它好太多。
237895, 虽然加入了很多新人，也用了高科技，但是故事没有什么新意。
1529827, 身边朋友推荐说好看，但真心不好看，只是挂了周星驰的名..
1180031, 国民岳父跟四娘差不多嘛，商业片妥妥的，还是微博上卖卖萌吧
67332, 女主实在是太蠢了，导致剧情也很智障。画面和音乐可以给四星
72248, 两分给喜欢的金士杰老师。故事、画面明显借鉴邻国的某大师。
1516828, 尴尬的不行，好在出发点是好的，要保护海洋生物保护生态环境
235032, 只能说，有点，哗众取宠。看在大哥不再年轻的份上，两颗星。
1613651, 为什么没有看不下去这个选项。唯一的亮点就是里面的插曲了。
